,artist,song,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Matthias Pintscher,Nemeton for solo Percussion,9,0.39,0.0692,0,-23.312,1,0.0905,0.435,0.504,0.0822,0.0433,76.465,audio_features,7wmm8ycV3DwStuQK0LGkdH,spotify:track:7wmm8ycV3DwStuQK0LGkdH,https://api.spotify.com/v1/tracks/7wmm8ycV3DwStuQK0LGkdH,https://api.spotify.com/v1/audio-analysis/7wmm8ycV3DwStuQK0LGkdH,740413,4
1,Marc Van Mourik,Pure,34,0.283,0.00966,0,-28.107,1,0.0327,0.993,0.807,0.0884,0.108,103.468,audio_features,4cFb48uJoAaR0ZogBcUTM5,spotify:track:4cFb48uJoAaR0ZogBcUTM5,https://api.spotify.com/v1/tracks/4cFb48uJoAaR0ZogBcUTM5,https://api.spotify.com/v1/audio-analysis/4cFb48uJoAaR0ZogBcUTM5,259042,5
2,NGT48,青春時計,31,0.694,0.761,5,-4.087,0,0.0372,0.446,0,0.289,0.55,114.947,audio_features,62bPGqh8IYBpVOzxIxkrXA,spotify:track:62bPGqh8IYBpVOzxIxkrXA,https://api.spotify.com/v1/tracks/62bPGqh8IYBpVOzxIxkrXA,https://api.spotify.com/v1/audio-analysis/62bPGqh8IYBpVOzxIxkrXA,208467,4
3,Carly Cosgrove,Buttersock,34,0.487,0.75,0,-8.348,1,0.0516,0.0582,7.75e-06,0.283,0.823,127.769,audio_features,5d3g3AivF2agJ99fFRrqkR,spotify:track:5d3g3AivF2agJ99fFRrqkR,https://api.spotify.com/v1/tracks/5d3g3AivF2agJ99fFRrqkR,https://api.spotify.com/v1/audio-analysis/5d3g3AivF2agJ99fFRrqkR,138688,4
4,Super Power Club,Seven Nation Army,21,0.646,0.279,4,-3.575,1,0.0545,0.149,0.915,0.0993,0.715,120.063,audio_features,3MTLncsF4tzTICc05bM034,spotify:track:3MTLncsF4tzTICc05bM034,https://api.spotify.com/v1/tracks/3MTLncsF4tzTICc05bM034,https://api.spotify.com/v1/audio-analysis/3MTLncsF4tzTICc05bM034,147587,4
5,8d Effect,Girls Like You,22,0.668,0.411,0,-15.324,1,0.0601,0.662,0.00123,0.115,0.525,124.993,audio_features,7H7oVpIzc8BjiUxNss6fOw,spotify:track:7H7oVpIzc8BjiUxNss6fOw,https://api.spotify.com/v1/tracks/7H7oVpIzc8BjiUxNss6fOw,https://api.spotify.com/v1/audio-analysis/7H7oVpIzc8BjiUxNss6fOw,195507,4
6,Hyannis Sound,Somebody That I Used to Know,32,0.44,0.332,1,-10.67,0,0.04,0.612,0,0.275,0.198,121.044,audio_features,4dYU3zSaFTtJ7PZrsf9KO4,spotify:track:4dYU3zSaFTtJ7PZrsf9KO4,https://api.spotify.com/v1/tracks/4dYU3zSaFTtJ7PZrsf9KO4,https://api.spotify.com/v1/audio-analysis/4dYU3zSaFTtJ7PZrsf9KO4,234475,4
7,Natsugumi,夏って☆パリパリ!,30,0.644,0.97,6,-3.009,1,0.253,0.0997,0,0.0665,0.54,149.979,audio_features,2jzXYxunkhcTxqHoStQS1U,spotify:track:2jzXYxunkhcTxqHoStQS1U,https://api.spotify.com/v1/tracks/2jzXYxunkhcTxqHoStQS1U,https://api.spotify.com/v1/audio-analysis/2jzXYxunkhcTxqHoStQS1U,230373,4
8,Lowly,baglaens,41,0.564,0.415,10,-7.735,1,0.0399,0.683,0.317,0.127,0.232,170.057,audio_features,2sDurGdooRkMxYRGfRvPdn,spotify:track:2sDurGdooRkMxYRGfRvPdn,https://api.spotify.com/v1/tracks/2sDurGdooRkMxYRGfRvPdn,https://api.spotify.com/v1/audio-analysis/2sDurGdooRkMxYRGfRvPdn,267478,4
9,Craig John Davidson,Best You Ever Had,6,0.592,0.721,10,-9.279,1,0.0356,0.0417,0.0117,0.265,0.651,93.947,audio_features,2YSMKIosO1e10iKS2wxOyH,spotify:track:2YSMKIosO1e10iKS2wxOyH,https://api.spotify.com/v1/tracks/2YSMKIosO1e10iKS2wxOyH,https://api.spotify.com/v1/audio-analysis/2YSMKIosO1e10iKS2wxOyH,302000,4
10,Koutaro Fukui,Clsng,0,0.583,0.727,10,-14.677,0,0.0852,0.00201,0.872,0.0501,0.154,180.028,audio_features,1Z4RaM5UoI5TjmrxgQ7QxF,spotify:track:1Z4RaM5UoI5TjmrxgQ7QxF,https://api.spotify.com/v1/tracks/1Z4RaM5UoI5TjmrxgQ7QxF,https://api.spotify.com/v1/audio-analysis/1Z4RaM5UoI5TjmrxgQ7QxF,354395,3
11,Mndsgn,Camelblues,45,0.594,0.304,9,-15.353,0,0.029,0.947,0.219,0.0933,0.13,79.994,audio_features,5afxMT80ZvKcrCeJCV2PXL,spotify:track:5afxMT80ZvKcrCeJCV2PXL,https://api.spotify.com/v1/tracks/5afxMT80ZvKcrCeJCV2PXL,https://api.spotify.com/v1/audio-analysis/5afxMT80ZvKcrCeJCV2PXL,152985,4
12,BUSDRIVER,Imaginary Places,47,0.562,0.63,7,-10.952,1,0.29,0.155,0.0133,0.095,0.786,157.971,audio_features,5AKt3W3OVWidHOD8E9QR6v,spotify:track:5AKt3W3OVWidHOD8E9QR6v,https://api.spotify.com/v1/tracks/5AKt3W3OVWidHOD8E9QR6v,https://api.spotify.com/v1/audio-analysis/5AKt3W3OVWidHOD8E9QR6v,195000,4
13,Ocoeur,Ascent,33,0.32,0.2,1,-12.941,1,0.0315,0.957,0.897,0.0893,0.025,145.964,audio_features,5tLOyz4zKn4M0lpMAT58FD,spotify:track:5tLOyz4zKn4M0lpMAT58FD,https://api.spotify.com/v1/tracks/5tLOyz4zKn4M0lpMAT58FD,https://api.spotify.com/v1/audio-analysis/5tLOyz4zKn4M0lpMAT58FD,302466,4
14,Higuma,Pacific Temple,7,0.0602,0.405,2,-14.976,1,0.0483,0.782,0.943,0.162,0.0367,66.45,audio_features,3BZA5bVZTcOgxhzP3VDbKB,spotify:track:3BZA5bVZTcOgxhzP3VDbKB,https://api.spotify.com/v1/tracks/3BZA5bVZTcOgxhzP3VDbKB,https://api.spotify.com/v1/audio-analysis/3BZA5bVZTcOgxhzP3VDbKB,498267,4
15,Karine Fontaine,Rue Championnet,23,0.539,0.888,9,-2.614,1,0.0578,0.417,0.0169,0.0822,0.822,187.702,audio_features,00iwom2ONo0LvxvRkeXQdD,spotify:track:00iwom2ONo0LvxvRkeXQdD,https://api.spotify.com/v1/tracks/00iwom2ONo0LvxvRkeXQdD,https://api.spotify.com/v1/audio-analysis/00iwom2ONo0LvxvRkeXQdD,158307,3
16,Joss Baselli,Boum musette,38,0.586,0.459,7,-9.401,1,0.124,0.0909,0.0578,0.0469,0.973,206.036,audio_features,5o21zzrmo3ppnruabrr1Fa,spotify:track:5o21zzrmo3ppnruabrr1Fa,https://api.spotify.com/v1/tracks/5o21zzrmo3ppnruabrr1Fa,https://api.spotify.com/v1/audio-analysis/5o21zzrmo3ppnruabrr1Fa,144600,3
17,The Diamond Accordion Band,Spanish Eyes Medley - Spanish Eyes / Yellow Bird / South Of The Border,13,0.51,0.275,10,-12.787,1,0.0323,0.757,0.795,0.0884,0.539,121.133,audio_features,6IJNyzo3B5W3T5mR5I2M1r,spotify:track:6IJNyzo3B5W3T5mR5I2M1r,https://api.spotify.com/v1/tracks/6IJNyzo3B5W3T5mR5I2M1r,https://api.spotify.com/v1/audio-analysis/6IJNyzo3B5W3T5mR5I2M1r,281400,4
18,Armando,100% Of Disin' You,25,0.969,0.664,4,-8.638,0,0.327,0.0114,0.351,0.0778,0.736,127.097,audio_features,5yKrEZp45eOSH30SN6igG8,spotify:track:5yKrEZp45eOSH30SN6igG8,https://api.spotify.com/v1/tracks/5yKrEZp45eOSH30SN6igG8,https://api.spotify.com/v1/audio-analysis/5yKrEZp45eOSH30SN6igG8,223920,4
19,EOD,Quédate,14,0.812,0.69,0,-9.058,1,0.127,0.329,0,0.0819,0.694,105.976,audio_features,5RDTKMUFUZHTy8WUjQucYN,spotify:track:5RDTKMUFUZHTy8WUjQucYN,https://api.spotify.com/v1/tracks/5RDTKMUFUZHTy8WUjQucYN,https://api.spotify.com/v1/audio-analysis/5RDTKMUFUZHTy8WUjQucYN,176292,4
20,Night Trains,Lovesick,34,0.704,0.701,2,-9.973,1,0.0452,0.309,9.8e-05,0.0751,0.788,101.997,audio_features,7KarCryu01mw8AFBDgTlzn,spotify:track:7KarCryu01mw8AFBDgTlzn,https://api.spotify.com/v1/tracks/7KarCryu01mw8AFBDgTlzn,https://api.spotify.com/v1/audio-analysis/7KarCryu01mw8AFBDgTlzn,267067,4
21,The Electric Prunes,I Had Too Much to Dream (Last Night),47,0.358,0.554,2,-12.927,0,0.0381,0.354,1.3e-06,0.218,0.419,147.743,audio_features,5YgCmkSdGukXqK3fJlX4pQ,spotify:track:5YgCmkSdGukXqK3fJlX4pQ,https://api.spotify.com/v1/tracks/5YgCmkSdGukXqK3fJlX4pQ,https://api.spotify.com/v1/audio-analysis/5YgCmkSdGukXqK3fJlX4pQ,179173,4
22,Alignment,You Can't Control Me,50,0.56,0.995,7,-6.596,1,0.0467,8.4e-05,0.805,0.154,0.0666,142.008,audio_features,65AwPDHRx3Ft6QTP0nOgDc,spotify:track:65AwPDHRx3Ft6QTP0nOgDc,https://api.spotify.com/v1/tracks/65AwPDHRx3Ft6QTP0nOgDc,https://api.spotify.com/v1/audio-analysis/65AwPDHRx3Ft6QTP0nOgDc,351549,4
23,Emmanuel Top,Acid Phase,34,0.663,0.755,10,-8.236,0,0.0595,0.00685,0.947,0.0844,0.208,134.865,audio_features,2haFMwFbUyAWBZB5MaESPC,spotify:track:2haFMwFbUyAWBZB5MaESPC,https://api.spotify.com/v1/tracks/2haFMwFbUyAWBZB5MaESPC,https://api.spotify.com/v1/audio-analysis/2haFMwFbUyAWBZB5MaESPC,320836,4
24,Protokseed,La tekno c'est de la musique,47,0.709,0.669,5,-12.63,1,0.0835,0.412,0.809,0.136,0.176,165.009,audio_features,5FEdj9bQyPnhDn8rSnsTX9,spotify:track:5FEdj9bQyPnhDn8rSnsTX9,https://api.spotify.com/v1/tracks/5FEdj9bQyPnhDn8rSnsTX9,https://api.spotify.com/v1/audio-analysis/5FEdj9bQyPnhDn8rSnsTX9,254364,4
25,François Bayle,Animé,7,0.17,0.972,3,-9.938,0,0.156,0.774,0.903,0.931,0.0336,87.502,audio_features,2UtEAqgTa756wA6t417dLv,spotify:track:2UtEAqgTa756wA6t417dLv,https://api.spotify.com/v1/tracks/2UtEAqgTa756wA6t417dLv,https://api.spotify.com/v1/audio-analysis/2UtEAqgTa756wA6t417dLv,460587,3
26,Lightnin' Hopkins,Back To New Orleans,47,0.629,0.275,4,-17.572,1,0.0606,0.889,0.00747,0.107,0.666,81.98,audio_features,5CdoLhKBjtDUTnA0EdJCfk,spotify:track:5CdoLhKBjtDUTnA0EdJCfk,https://api.spotify.com/v1/tracks/5CdoLhKBjtDUTnA0EdJCfk,https://api.spotify.com/v1/audio-analysis/5CdoLhKBjtDUTnA0EdJCfk,201733,4
27,Blended Colours,Take a Bow,47,0.455,0.208,7,-12.34,1,0.033,0.862,0,0.127,0.272,143.607,audio_features,0kIX9RSx5BOzJR6cf64XEj,spotify:track:0kIX9RSx5BOzJR6cf64XEj,https://api.spotify.com/v1/tracks/0kIX9RSx5BOzJR6cf64XEj,https://api.spotify.com/v1/audio-analysis/0kIX9RSx5BOzJR6cf64XEj,223970,4
28,Karizma Duo,I Say a Little Prayer,40,0.713,0.195,6,-13.266,1,0.0436,0.873,2.87e-05,0.138,0.379,116.426,audio_features,1OyAIvU1xWFOnt114FPf8w,spotify:track:1OyAIvU1xWFOnt114FPf8w,https://api.spotify.com/v1/tracks/1OyAIvU1xWFOnt114FPf8w,https://api.spotify.com/v1/audio-analysis/1OyAIvU1xWFOnt114FPf8w,179801,4
29,Collin Hill,Hallelujah,37,0.296,0.174,4,-22.47,1,0.033,0.882,0.9,0.156,0.304,98.249,audio_features,52WVeX5VTMmtI9ZwmPyRSD,spotify:track:52WVeX5VTMmtI9ZwmPyRSD,https://api.spotify.com/v1/tracks/52WVeX5VTMmtI9ZwmPyRSD,https://api.spotify.com/v1/audio-analysis/52WVeX5VTMmtI9ZwmPyRSD,225702,4
30,Angelina Cruz,Hanggang Kailan (Umuwi Ka Na Baby),38,0.59,0.407,4,-9.079,1,0.0361,0.861,9.95e-06,0.094,0.276,145.852,audio_features,0HQnJee8ShSDu2AYwibxst,spotify:track:0HQnJee8ShSDu2AYwibxst,https://api.spotify.com/v1/tracks/0HQnJee8ShSDu2AYwibxst,https://api.spotify.com/v1/audio-analysis/0HQnJee8ShSDu2AYwibxst,211933,4
31,Peter Bradley Adams,My Arms Were Always Around You,50,0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,audio_features,53iFMaNUXn6Oj8hUIKSO5a,spotify:track:53iFMaNUXn6Oj8hUIKSO5a,https://api.spotify.com/v1/tracks/53iFMaNUXn6Oj8hUIKSO5a,https://api.spotify.com/v1/audio-analysis/53iFMaNUXn6Oj8hUIKSO5a,200800,4
32,Onsind,Heterosexuality Is a Construct,37,0.572,0.527,3,-6.321,1,0.0511,0.335,0,0.285,0.359,145.378,audio_features,6jfXrUUBLgpOUkkDyq0FYF,spotify:track:6jfXrUUBLgpOUkkDyq0FYF,https://api.spotify.com/v1/tracks/6jfXrUUBLgpOUkkDyq0FYF,https://api.spotify.com/v1/audio-analysis/6jfXrUUBLgpOUkkDyq0FYF,212577,4
33,Joey Cape,Violins,28,0.626,0.0939,9,-11.02,1,0.0299,0.593,0,0.0944,0.4,139.943,audio_features,1G9TGafoedKwfqj9KxOTLa,spotify:track:1G9TGafoedKwfqj9KxOTLa,https://api.spotify.com/v1/tracks/1G9TGafoedKwfqj9KxOTLa,https://api.spotify.com/v1/audio-analysis/1G9TGafoedKwfqj9KxOTLa,271013,4
34,The Drippers,Gimme The Shakes,21,0.209,0.94,6,-2.75,1,0.091,0.00253,0,0.341,0.177,108.091,audio_features,5BMHN21SwH4WPVYfqOg9Xl,spotify:track:5BMHN21SwH4WPVYfqOg9Xl,https://api.spotify.com/v1/tracks/5BMHN21SwH4WPVYfqOg9Xl,https://api.spotify.com/v1/audio-analysis/5BMHN21SwH4WPVYfqOg9Xl,166480,4
35,魚津 鯆澄(CV:KENN),ベノム,23,0.561,0.977,8,-4.888,0,0.0749,0.00345,1.43e-06,0.335,0.846,151.983,audio_features,16XCG6H51VD8CrFX2iC768,spotify:track:16XCG6H51VD8CrFX2iC768,https://api.spotify.com/v1/tracks/16XCG6H51VD8CrFX2iC768,https://api.spotify.com/v1/audio-analysis/16XCG6H51VD8CrFX2iC768,200507,4
36,Teenage Joans,Wine,28,0.55,0.945,9,-4.849,1,0.0597,0.00481,0,0.162,0.69,149.945,audio_features,2EgmUNOqPSzP2smWsMbGaP,spotify:track:2EgmUNOqPSzP2smWsMbGaP,https://api.spotify.com/v1/tracks/2EgmUNOqPSzP2smWsMbGaP,https://api.spotify.com/v1/audio-analysis/2EgmUNOqPSzP2smWsMbGaP,249591,4
37,West Thebarton,You've Got the Love - triple j Like a Version,34,0.39,0.666,1,-8.581,1,0.0588,0.000275,0,0.196,0.389,119.981,audio_features,761vlOh9yw7w8ff5Npdgux,spotify:track:761vlOh9yw7w8ff5Npdgux,https://api.spotify.com/v1/tracks/761vlOh9yw7w8ff5Npdgux,https://api.spotify.com/v1/audio-analysis/761vlOh9yw7w8ff5Npdgux,169377,4
38,fhop music,Ruja o Leão - Ao Vivo,43,0.438,0.753,6,-5.176,0,0.0427,0.121,0,0.135,0.254,137.853,audio_features,2oer1jPXuwwRMkDRBmn9m6,spotify:track:2oer1jPXuwwRMkDRBmn9m6,https://api.spotify.com/v1/tracks/2oer1jPXuwwRMkDRBmn9m6,https://api.spotify.com/v1/audio-analysis/2oer1jPXuwwRMkDRBmn9m6,490973,4
39,David Otero,Como Jeremias,25,0.264,0.602,9,-11.506,1,0.0471,0.308,0,0.118,0.354,160.128,audio_features,6xnV6VRiMwOTmpccU1CgIs,spotify:track:6xnV6VRiMwOTmpccU1CgIs,https://api.spotify.com/v1/tracks/6xnV6VRiMwOTmpccU1CgIs,https://api.spotify.com/v1/audio-analysis/6xnV6VRiMwOTmpccU1CgIs,281418,4
40,Lina García,Absoluto,24,0.508,0.699,11,-5.091,1,0.0394,0.0944,0,0.333,0.152,131.814,audio_features,3w9Fb9S7Cdb0QTXiUxgEnB,spotify:track:3w9Fb9S7Cdb0QTXiUxgEnB,https://api.spotify.com/v1/tracks/3w9Fb9S7Cdb0QTXiUxgEnB,https://api.spotify.com/v1/audio-analysis/3w9Fb9S7Cdb0QTXiUxgEnB,293616,4
41,Bobby Darin,Beyond the Sea,65,0.521,0.516,2,-7.456,0,0.0369,0.723,0,0.257,0.569,136.483,audio_features,3KzgdYUlqV6TOG7JCmx2Wg,spotify:track:3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/tracks/3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/audio-analysis/3KzgdYUlqV6TOG7JCmx2Wg,172480,4
42,Rodolfo Vasquez,Campeon De Amor,28,0.509,0.481,7,-8.481,1,0.0299,0.34,0,0.14,0.387,140.004,audio_features,4LKVMRhAs0d1sr4ehs8hq7,spotify:track:4LKVMRhAs0d1sr4ehs8hq7,https://api.spotify.com/v1/tracks/4LKVMRhAs0d1sr4ehs8hq7,https://api.spotify.com/v1/audio-analysis/4LKVMRhAs0d1sr4ehs8hq7,244114,4
43,Lames,Crossy Roads,49,0.807,0.641,1,-11.295,1,0.103,0.586,0.863,0.127,0.258,127.997,audio_features,3UOz51ElOJLPyRxuHbFOEW,spotify:track:3UOz51ElOJLPyRxuHbFOEW,https://api.spotify.com/v1/tracks/3UOz51ElOJLPyRxuHbFOEW,https://api.spotify.com/v1/audio-analysis/3UOz51ElOJLPyRxuHbFOEW,96259,4
44,Ajmal Zahin,Wa Wa Layli,27,0.532,0.751,1,-8.287,0,0.0597,0.57,0.00033,0.132,0.826,113.364,audio_features,54GSiZbQOb3QpuKxeR2iSD,spotify:track:54GSiZbQOb3QpuKxeR2iSD,https://api.spotify.com/v1/tracks/54GSiZbQOb3QpuKxeR2iSD,https://api.spotify.com/v1/audio-analysis/54GSiZbQOb3QpuKxeR2iSD,266000,5
45,Siaal,Jadoo,14,0.869,0.59,3,-9.452,0,0.146,0.194,0.000198,0.103,0.34,99.987,audio_features,6eEHGwlijZ0rUoLvSmYHbd,spotify:track:6eEHGwlijZ0rUoLvSmYHbd,https://api.spotify.com/v1/tracks/6eEHGwlijZ0rUoLvSmYHbd,https://api.spotify.com/v1/audio-analysis/6eEHGwlijZ0rUoLvSmYHbd,168419,4
46,Ahmad Zahir,Baz Amadi Aye Jane Man,30,0.419,0.403,0,-9.001,0,0.0656,0.925,0.124,0.136,0.488,132.056,audio_features,7yaxxwxt3aeWuMWtwCo1Zu,spotify:track:7yaxxwxt3aeWuMWtwCo1Zu,https://api.spotify.com/v1/tracks/7yaxxwxt3aeWuMWtwCo1Zu,https://api.spotify.com/v1/audio-analysis/7yaxxwxt3aeWuMWtwCo1Zu,486139,3
47,Nihiloxica,Endongo,35,0.679,0.545,7,-12.654,1,0.0573,0.00396,0.89,0.0628,0.583,120.045,audio_features,4HJZxDr6ZL2qtYtrTD6V0M,spotify:track:4HJZxDr6ZL2qtYtrTD6V0M,https://api.spotify.com/v1/tracks/4HJZxDr6ZL2qtYtrTD6V0M,https://api.spotify.com/v1/audio-analysis/4HJZxDr6ZL2qtYtrTD6V0M,385174,4
48,KMRU,Well,26,0.13,0.17,0,-25.277,1,0.0477,0.965,0.942,0.0733,0.0472,73.15,audio_features,630GnYjh9pMw7iO9KrCQIG,spotify:track:630GnYjh9pMw7iO9KrCQIG,https://api.spotify.com/v1/tracks/630GnYjh9pMw7iO9KrCQIG,https://api.spotify.com/v1/audio-analysis/630GnYjh9pMw7iO9KrCQIG,330000,1
49,Schekina,Brûle en moi,31,0.663,0.752,4,-6.221,1,0.0754,0.342,0,0.0555,0.763,130.111,audio_features,5nA9LqDmBqG06fgE29Lltb,spotify:track:5nA9LqDmBqG06fgE29Lltb,https://api.spotify.com/v1/tracks/5nA9LqDmBqG06fgE29Lltb,https://api.spotify.com/v1/audio-analysis/5nA9LqDmBqG06fgE29Lltb,365166,4
50,Skinflint,Iron Pierced King,9,0.33,0.841,2,-4.826,1,0.0463,0.0269,0.0098,0.262,0.225,102.805,audio_features,3jITCCqckVgCffewSWb9Ku,spotify:track:3jITCCqckVgCffewSWb9Ku,https://api.spotify.com/v1/tracks/3jITCCqckVgCffewSWb9Ku,https://api.spotify.com/v1/audio-analysis/3jITCCqckVgCffewSWb9Ku,338000,4
51,Soungalo Coulibaly,Jarafoli,27,0.525,0.823,5,-12.191,0,0.0698,0.805,0.818,0.0865,0.963,101.309,audio_features,0ElWXEHITbCp4LAt5Kpad5,spotify:track:0ElWXEHITbCp4LAt5Kpad5,https://api.spotify.com/v1/tracks/0ElWXEHITbCp4LAt5Kpad5,https://api.spotify.com/v1/audio-analysis/0ElWXEHITbCp4LAt5Kpad5,181463,4
52,Ismaël Isaac,Magno mako,29,0.746,0.504,8,-9.765,1,0.0671,0.037,0.00702,0.106,0.598,168.064,audio_features,3hgbBL9JqHsZvrZK3Dk7xg,spotify:track:3hgbBL9JqHsZvrZK3Dk7xg,https://api.spotify.com/v1/tracks/3hgbBL9JqHsZvrZK3Dk7xg,https://api.spotify.com/v1/audio-analysis/3hgbBL9JqHsZvrZK3Dk7xg,254067,4
53,Van Coke Kartel,Tot Die Son Uitkom,28,0.636,0.363,9,-8.902,1,0.0283,0.799,3.95e-06,0.111,0.14,120.079,audio_features,4shIYnY3P1FAJZxldDI9JD,spotify:track:4shIYnY3P1FAJZxldDI9JD,https://api.spotify.com/v1/tracks/4shIYnY3P1FAJZxldDI9JD,https://api.spotify.com/v1/audio-analysis/4shIYnY3P1FAJZxldDI9JD,296680,4
54,William Grant Still,"3 Visions: No. 2, Summerland",55,0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,audio_features,1XJMRdFSgkrmw2cXLJOD0b,spotify:track:1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/tracks/1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/audio-analysis/1XJMRdFSgkrmw2cXLJOD0b,293520,3
55,Nicholis Louw,Rock Daai Lyfie,34,0.614,0.955,9,-3.338,0,0.0751,0.00121,4.67e-06,0.295,0.964,134.017,audio_features,7mIQ0TO3NjiJjXJsSyJV9D,spotify:track:7mIQ0TO3NjiJjXJsSyJV9D,https://api.spotify.com/v1/tracks/7mIQ0TO3NjiJjXJsSyJV9D,https://api.spotify.com/v1/audio-analysis/7mIQ0TO3NjiJjXJsSyJV9D,225733,4
56,Sias Reinecke,Sproeitjies,15,0.398,0.546,7,-11.104,1,0.0403,0.535,0.000293,0.108,0.366,124.17,audio_features,1U2ItjDIfCnpyvPseZ4oPh,spotify:track:1U2ItjDIfCnpyvPseZ4oPh,https://api.spotify.com/v1/tracks/1U2ItjDIfCnpyvPseZ4oPh,https://api.spotify.com/v1/audio-analysis/1U2ItjDIfCnpyvPseZ4oPh,222267,4
57,Danie Botha,Wenners,20,0.644,0.326,4,-19.155,1,0.0259,0.612,2.58e-05,0.0634,0.759,96.586,audio_features,5XOgbyiDEXuiw5CjV7c0nT,spotify:track:5XOgbyiDEXuiw5CjV7c0nT,https://api.spotify.com/v1/tracks/5XOgbyiDEXuiw5CjV7c0nT,https://api.spotify.com/v1/audio-analysis/5XOgbyiDEXuiw5CjV7c0nT,172627,4
58,Wande Coal,Iskaba,65,0.799,0.393,0,-19.917,0,0.071,0.127,0.00917,0.0637,0.94,125.041,audio_features,1GuLgNKd4lrI1vugkxMCAX,spotify:track:1GuLgNKd4lrI1vugkxMCAX,https://api.spotify.com/v1/tracks/1GuLgNKd4lrI1vugkxMCAX,https://api.spotify.com/v1/audio-analysis/1GuLgNKd4lrI1vugkxMCAX,224640,4
59,Yaw Tog,Sore - Remix,42,0.662,0.723,2,-4.683,1,0.0762,0.355,0,0.103,0.226,145.987,audio_features,7nLNOyevGxrRJnC5OhGyyc,spotify:track:7nLNOyevGxrRJnC5OhGyyc,https://api.spotify.com/v1/tracks/7nLNOyevGxrRJnC5OhGyyc,https://api.spotify.com/v1/audio-analysis/7nLNOyevGxrRJnC5OhGyyc,266501,4
60,Lemon & Herb,Forget You,46,0.73,0.398,11,-13.638,0,0.0465,0.096,0.0458,0.0933,0.419,121.944,audio_features,5aFD0QPy4BQqUq39l0o5HD,spotify:track:5aFD0QPy4BQqUq39l0o5HD,https://api.spotify.com/v1/tracks/5aFD0QPy4BQqUq39l0o5HD,https://api.spotify.com/v1/audio-analysis/5aFD0QPy4BQqUq39l0o5HD,288880,4
61,The Funkees,Akula Owu Onyeara,36,0.701,0.702,5,-10.323,0,0.122,0.525,0.0486,0.235,0.885,110.721,audio_features,78U7dsruM76CzAnTSZ4npT,spotify:track:78U7dsruM76CzAnTSZ4npT,https://api.spotify.com/v1/tracks/78U7dsruM76CzAnTSZ4npT,https://api.spotify.com/v1/audio-analysis/78U7dsruM76CzAnTSZ4npT,448914,4
62,Ogranya,Wicked Somebody,32,0.843,0.4,9,-13.811,0,0.125,0.27,0.372,0.115,0.147,105.025,audio_features,1qy2wUl6rJlTfdkiWVzsQq,spotify:track:1qy2wUl6rJlTfdkiWVzsQq,https://api.spotify.com/v1/tracks/1qy2wUl6rJlTfdkiWVzsQq,https://api.spotify.com/v1/audio-analysis/1qy2wUl6rJlTfdkiWVzsQq,213714,4
63,Kelly Khumalo,Ngathwala Ngaye,42,0.634,0.461,5,-11.131,1,0.0354,0.524,0,0.368,0.632,159.922,audio_features,7Kr0us0EtPgxfkTBCpKRwg,spotify:track:7Kr0us0EtPgxfkTBCpKRwg,https://api.spotify.com/v1/tracks/7Kr0us0EtPgxfkTBCpKRwg,https://api.spotify.com/v1/audio-analysis/7Kr0us0EtPgxfkTBCpKRwg,268500,4
64,Francisco Aguabella,Agua Limpia Todo,23,0.556,0.768,1,-6.982,1,0.0466,0.503,0.035,0.0618,0.869,110.983,audio_features,7fGCS9zFbWvnEegmR5ClIV,spotify:track:7fGCS9zFbWvnEegmR5ClIV,https://api.spotify.com/v1/tracks/7fGCS9zFbWvnEegmR5ClIV,https://api.spotify.com/v1/audio-analysis/7fGCS9zFbWvnEegmR5ClIV,345427,4
65,Abbilona y Tambor Yoruba,"Elegguá, Oggún ochosi",20,0.577,0.249,1,-14.408,1,0.0353,0.733,2.48e-05,0.0595,0.799,107.591,audio_features,4aLnxFrimShp5lMEVMA1cC,spotify:track:4aLnxFrimShp5lMEVMA1cC,https://api.spotify.com/v1/tracks/4aLnxFrimShp5lMEVMA1cC,https://api.spotify.com/v1/audio-analysis/4aLnxFrimShp5lMEVMA1cC,270253,3
66,Ebo Taylor,Saana,48,0.689,0.758,0,-6.601,1,0.0557,0.613,0.18,0.104,0.825,108.438,audio_features,2ULAGskxuv9oRp88TAG3JX,spotify:track:2ULAGskxuv9oRp88TAG3JX,https://api.spotify.com/v1/tracks/2ULAGskxuv9oRp88TAG3JX,https://api.spotify.com/v1/audio-analysis/2ULAGskxuv9oRp88TAG3JX,349147,4
67,Antibalas,Dirty Money,43,0.709,0.956,6,-6.168,0,0.0423,0.301,0.552,0.0614,0.901,112.785,audio_features,634Boo3ThjlnOkURPKQLBP,spotify:track:634Boo3ThjlnOkURPKQLBP,https://api.spotify.com/v1/tracks/634Boo3ThjlnOkURPKQLBP,https://api.spotify.com/v1/audio-analysis/634Boo3ThjlnOkURPKQLBP,375307,4
