,artist,song,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
68,Bixiga 70,Alumiô (Cai na Terra),44,0.542,0.566,1,-7.084,1,0.0295,0.12,0.000765,0.362,0.666,143.98,audio_features,4HAgKaVCvRqcIFiMXPH778,spotify:track:4HAgKaVCvRqcIFiMXPH778,https://api.spotify.com/v1/tracks/4HAgKaVCvRqcIFiMXPH778,https://api.spotify.com/v1/audio-analysis/4HAgKaVCvRqcIFiMXPH778,273659,4
69,Onipa,Chicken No Dey Fly,35,0.733,0.935,6,-5.585,1,0.0575,0.0644,0.00723,0.15,0.702,118.031,audio_features,6JsFGDuWkWTLNeDGYST5HQ,spotify:track:6JsFGDuWkWTLNeDGYST5HQ,https://api.spotify.com/v1/tracks/6JsFGDuWkWTLNeDGYST5HQ,https://api.spotify.com/v1/audio-analysis/6JsFGDuWkWTLNeDGYST5HQ,289867,4
70,Moor Mother,The Blues Remembers Everything the Country Forgot,35,0.648,0.786,1,-8.302,1,0.19,0.633,0,0.346,0.477,105.915,audio_features,6Ft2Uk7Y8GELALXtrcwl6G,spotify:track:6Ft2Uk7Y8GELALXtrcwl6G,https://api.spotify.com/v1/tracks/6Ft2Uk7Y8GELALXtrcwl6G,https://api.spotify.com/v1/audio-analysis/6Ft2Uk7Y8GELALXtrcwl6G,181441,4
71,Tassia Reis,Dollar Euro,43,0.939,0.499,11,-9.615,1,0.248,0.0726,1.79e-06,0.0807,0.367,129.989,audio_features,3ejJ3fmMXk9V7vMXQtHwYN,spotify:track:3ejJ3fmMXk9V7vMXQtHwYN,https://api.spotify.com/v1/tracks/3ejJ3fmMXk9V7vMXQtHwYN,https://api.spotify.com/v1/audio-analysis/3ejJ3fmMXk9V7vMXQtHwYN,173735,4
72,Orchestra Baobab,Utrus Horas,49,0.724,0.268,11,-15.384,1,0.0403,0.829,0.000528,0.492,0.599,86.727,audio_features,0AmPp1dsvdWFNTBs0nJBsC,spotify:track:0AmPp1dsvdWFNTBs0nJBsC,https://api.spotify.com/v1/tracks/0AmPp1dsvdWFNTBs0nJBsC,https://api.spotify.com/v1/audio-analysis/0AmPp1dsvdWFNTBs0nJBsC,519707,4
73,One Acen,Vice Versa (feat. WSTRN),56,0.712,0.674,1,-7.454,0,0.183,0.393,0,0.104,0.875,102.007,audio_features,7aIC4z5XBdEAI9kqycYxMV,spotify:track:7aIC4z5XBdEAI9kqycYxMV,https://api.spotify.com/v1/tracks/7aIC4z5XBdEAI9kqycYxMV,https://api.spotify.com/v1/audio-analysis/7aIC4z5XBdEAI9kqycYxMV,190094,4
74,2X,La Fuerza Policial,36,0.332,0.947,1,-6.499,0,0.229,0.0265,0,0.797,0.624,88.35,audio_features,115aU4mUhsHVAoUlTqWnKP,spotify:track:115aU4mUhsHVAoUlTqWnKP,https://api.spotify.com/v1/tracks/115aU4mUhsHVAoUlTqWnKP,https://api.spotify.com/v1/audio-analysis/115aU4mUhsHVAoUlTqWnKP,161667,4
75,Wynardtage,Crawling Rage,25,0.398,0.84,6,-6.04,0,0.0332,0.00673,0.597,0.318,0.344,192.059,audio_features,2rnY0XWS0ORTVmeblDcgFX,spotify:track:2rnY0XWS0ORTVmeblDcgFX,https://api.spotify.com/v1/tracks/2rnY0XWS0ORTVmeblDcgFX,https://api.spotify.com/v1/audio-analysis/2rnY0XWS0ORTVmeblDcgFX,318467,4
76,Hafida Favret,Plouf plouf tizen,19,0.783,0.316,10,-13.032,1,0.0438,0.177,0.0311,0.134,0.877,119.948,audio_features,0k0P17GUIH5QauRJHjmUh8,spotify:track:0k0P17GUIH5QauRJHjmUh8,https://api.spotify.com/v1/tracks/0k0P17GUIH5QauRJHjmUh8,https://api.spotify.com/v1/audio-analysis/0k0P17GUIH5QauRJHjmUh8,131093,4
77,Arca,Prada,55,0.619,0.712,4,-6.893,0,0.0328,0.103,0,0.24,0.35,95.025,audio_features,7I8UTLiBA1ptFm04WulwhH,spotify:track:7I8UTLiBA1ptFm04WulwhH,https://api.spotify.com/v1/tracks/7I8UTLiBA1ptFm04WulwhH,https://api.spotify.com/v1/audio-analysis/7I8UTLiBA1ptFm04WulwhH,163348,4
78,るか・もな・みき from AIKATSU☆STARS!,START DASH SENSATION,26,0.425,0.958,6,-2.18,0,0.0549,0.00384,6.77e-05,0.348,0.437,170.032,audio_features,2im2OvKxt6aRnGVpY66o4u,spotify:track:2im2OvKxt6aRnGVpY66o4u,https://api.spotify.com/v1/tracks/2im2OvKxt6aRnGVpY66o4u,https://api.spotify.com/v1/audio-analysis/2im2OvKxt6aRnGVpY66o4u,282960,4
79,Umeko Ando,Battaki - Nicolá Cruz Remix,19,0.758,0.69,1,-11.593,0,0.0476,0.16,0.914,0.105,0.378,108.991,audio_features,5lQXPgYoezUEC4L0qaO3Pp,spotify:track:5lQXPgYoezUEC4L0qaO3Pp,https://api.spotify.com/v1/tracks/5lQXPgYoezUEC4L0qaO3Pp,https://api.spotify.com/v1/audio-analysis/5lQXPgYoezUEC4L0qaO3Pp,320315,4
80,Duquette Johnston,Tonight,10,0.37,0.898,0,-4.223,1,0.0529,0.164,0.168,0.11,0.725,142.759,audio_features,0sXz1ORoQmOfno8LFPaop9,spotify:track:0sXz1ORoQmOfno8LFPaop9,https://api.spotify.com/v1/tracks/0sXz1ORoQmOfno8LFPaop9,https://api.spotify.com/v1/audio-analysis/0sXz1ORoQmOfno8LFPaop9,212507,4
81,MyChildren MyBride,On Wings Of Integrity,34,0.608,0.849,6,-4.133,1,0.0715,0.00117,0,0.466,0.597,129.955,audio_features,7nk6XOugFnUvY3kIUoWLGG,spotify:track:7nk6XOugFnUvY3kIUoWLGG,https://api.spotify.com/v1/tracks/7nk6XOugFnUvY3kIUoWLGG,https://api.spotify.com/v1/audio-analysis/7nk6XOugFnUvY3kIUoWLGG,161520,3
82,Lil Bam,Julio,40,0.928,0.473,7,-8.037,1,0.306,0.17,0,0.0837,0.396,130.201,audio_features,3O7MVzH42fDZIEZ1GckQsU,spotify:track:3O7MVzH42fDZIEZ1GckQsU,https://api.spotify.com/v1/tracks/3O7MVzH42fDZIEZ1GckQsU,https://api.spotify.com/v1/audio-analysis/3O7MVzH42fDZIEZ1GckQsU,133068,4
83,Good Evening Manchester,Name Unknown,0,0.589,0.62,9,-10.635,1,0.0357,0.161,0.00459,0.115,0.969,129.981,audio_features,7nTqhnepEFkQDCtWh2bKv7,spotify:track:7nTqhnepEFkQDCtWh2bKv7,https://api.spotify.com/v1/tracks/7nTqhnepEFkQDCtWh2bKv7,https://api.spotify.com/v1/audio-analysis/7nTqhnepEFkQDCtWh2bKv7,207000,4
84,Starbuks,I'm from Fairbanks,7,0.874,0.84,1,-5.283,1,0.171,0.119,0,0.651,0.485,105.964,audio_features,5ao4VviuWlmxYplmr2ysMw,spotify:track:5ao4VviuWlmxYplmr2ysMw,https://api.spotify.com/v1/tracks/5ao4VviuWlmxYplmr2ysMw,https://api.spotify.com/v1/audio-analysis/5ao4VviuWlmxYplmr2ysMw,291232,4
85,Medium Build,Be Your Boy,49,0.618,0.332,2,-12.038,1,0.036,0.418,5.01e-05,0.0385,0.535,85.007,audio_features,0mvbSAjTbLc6ExAaDh5vlM,spotify:track:0mvbSAjTbLc6ExAaDh5vlM,https://api.spotify.com/v1/tracks/0mvbSAjTbLc6ExAaDh5vlM,https://api.spotify.com/v1/audio-analysis/0mvbSAjTbLc6ExAaDh5vlM,207353,4
86,Albanian Popular Music Ensemble Of Tirana,My Mountain Flower - Folk Song,10,0.3,0.771,5,-6.495,0,0.0685,0.574,0.0106,0.309,0.865,137.811,audio_features,6xxAr3lcYtrKkPzJa87u0g,spotify:track:6xxAr3lcYtrKkPzJa87u0g,https://api.spotify.com/v1/tracks/6xxAr3lcYtrKkPzJa87u0g,https://api.spotify.com/v1/audio-analysis/6xxAr3lcYtrKkPzJa87u0g,126413,3
87,Unikkatil,Mos Sháj Mas Shpíne (Shota Remix),40,0.718,0.179,4,-6.689,0,0.117,0.0682,0.000116,0.161,0.314,145.968,audio_features,2tGbnD9cf6th7f1uvWydTi,spotify:track:2tGbnD9cf6th7f1uvWydTi,https://api.spotify.com/v1/tracks/2tGbnD9cf6th7f1uvWydTi,https://api.spotify.com/v1/audio-analysis/2tGbnD9cf6th7f1uvWydTi,346333,4
88,Këngë labe,Balluket e ballit moj,14,0.358,0.421,9,-7.15,0,0.0381,0.884,0,0.0898,0.717,143.259,audio_features,3olVZCzBxO4EfXYtmly33X,spotify:track:3olVZCzBxO4EfXYtmly33X,https://api.spotify.com/v1/tracks/3olVZCzBxO4EfXYtmly33X,https://api.spotify.com/v1/audio-analysis/3olVZCzBxO4EfXYtmly33X,174684,4
89,Alban Skenderaj,Ndalma,51,0.795,0.697,10,-4.579,0,0.155,0.584,0,0.328,0.754,90.01,audio_features,6jKyS2hl6b8LGRsSmkRUK0,spotify:track:6jKyS2hl6b8LGRsSmkRUK0,https://api.spotify.com/v1/tracks/6jKyS2hl6b8LGRsSmkRUK0,https://api.spotify.com/v1/audio-analysis/6jKyS2hl6b8LGRsSmkRUK0,187194,4
90,Prince Daddy & the Hyena,Really?,45,0.478,0.721,8,-8.154,1,0.0356,0.000213,0.853,0.0976,0.256,109.044,audio_features,2tz4wF3nFZiKeR4IBtvchH,spotify:track:2tz4wF3nFZiKeR4IBtvchH,https://api.spotify.com/v1/tracks/2tz4wF3nFZiKeR4IBtvchH,https://api.spotify.com/v1/audio-analysis/2tz4wF3nFZiKeR4IBtvchH,286724,4
91,MacKenzie Porter,Pickup,69,0.614,0.837,1,-3.967,1,0.0255,0.45,2.49e-05,0.115,0.862,96.977,audio_features,2kEhQe0BVtY8IIaFE5ALA0,spotify:track:2kEhQe0BVtY8IIaFE5ALA0,https://api.spotify.com/v1/tracks/2kEhQe0BVtY8IIaFE5ALA0,https://api.spotify.com/v1/audio-analysis/2kEhQe0BVtY8IIaFE5ALA0,168448,5
92,Eazy Mac,#Monkeybars,53,0.896,0.682,9,-7.323,1,0.22,0.255,0,0.152,0.693,107.007,audio_features,6iu0Ucjgf6GjMraB0ZdWki,spotify:track:6iu0Ucjgf6GjMraB0ZdWki,https://api.spotify.com/v1/tracks/6iu0Ucjgf6GjMraB0ZdWki,https://api.spotify.com/v1/audio-analysis/6iu0Ucjgf6GjMraB0ZdWki,173832,4
93,Boston,More Than a Feeling,76,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
94,Beirut,Nantes,59,0.434,0.531,1,-9.553,1,0.0425,0.781,0.0134,0.135,0.641,131.199,audio_features,1WBSFlSLyOZnSa8fj7a5yC,spotify:track:1WBSFlSLyOZnSa8fj7a5yC,https://api.spotify.com/v1/tracks/1WBSFlSLyOZnSa8fj7a5yC,https://api.spotify.com/v1/audio-analysis/1WBSFlSLyOZnSa8fj7a5yC,230200,4
95,Slimane Azem,05 awi stoufan - Remastérisé,26,0.665,0.662,3,-12.348,0,0.0436,0.906,0.00144,0.145,0.961,109.449,audio_features,365EUOIroPTCqHsCnpI638,spotify:track:365EUOIroPTCqHsCnpI638,https://api.spotify.com/v1/tracks/365EUOIroPTCqHsCnpI638,https://api.spotify.com/v1/audio-analysis/365EUOIroPTCqHsCnpI638,345931,4
96,Gitarren 3er,Is entrisch,6,0.342,0.176,5,-17.748,1,0.0408,0.945,0.93,0.114,0.225,180.348,audio_features,3NjQBVmZ8p5CkmBaGLqIcl,spotify:track:3NjQBVmZ8p5CkmBaGLqIcl,https://api.spotify.com/v1/tracks/3NjQBVmZ8p5CkmBaGLqIcl,https://api.spotify.com/v1/audio-analysis/3NjQBVmZ8p5CkmBaGLqIcl,177746,3
97,Alphorn-Grossformation,Horngräbler,16,0.079,0.0426,5,-24.161,1,0.0489,0.973,0.939,0.114,0.0397,69.198,audio_features,2tBkYlPiwc1AHL0hR9gNge,spotify:track:2tBkYlPiwc1AHL0hR9gNge,https://api.spotify.com/v1/tracks/2tBkYlPiwc1AHL0hR9gNge,https://api.spotify.com/v1/audio-analysis/2tBkYlPiwc1AHL0hR9gNge,202520,3
98,Oesch's die Dritten,Ich schenk' dir einen Jodler,33,0.521,0.732,3,-4.321,1,0.034,0.352,0,0.049,0.965,127.093,audio_features,47C1vnIeO9WOYkqITt5pTw,spotify:track:47C1vnIeO9WOYkqITt5pTw,https://api.spotify.com/v1/tracks/47C1vnIeO9WOYkqITt5pTw,https://api.spotify.com/v1/audio-analysis/47C1vnIeO9WOYkqITt5pTw,187707,4
99,bülow,You & Jennifer,68,0.752,0.698,11,-6.53,1,0.306,0.52,0,0.211,0.347,132.058,audio_features,0g21KZ1XJuhwexWPLpuEt1,spotify:track:0g21KZ1XJuhwexWPLpuEt1,https://api.spotify.com/v1/tracks/0g21KZ1XJuhwexWPLpuEt1,https://api.spotify.com/v1/audio-analysis/0g21KZ1XJuhwexWPLpuEt1,159453,4
100,Ringwanderung,La La,18,0.52,0.941,8,-2.083,1,0.0898,0.0385,0,0.0608,0.771,148.006,audio_features,1PtDhuxfbbVSxtGbUPHiy4,spotify:track:1PtDhuxfbbVSxtGbUPHiy4,https://api.spotify.com/v1/tracks/1PtDhuxfbbVSxtGbUPHiy4,https://api.spotify.com/v1/audio-analysis/1PtDhuxfbbVSxtGbUPHiy4,201500,4
101,Boj,Owo Ni Koko,55,0.793,0.607,2,-7.141,1,0.192,0.489,0,0.259,0.569,91.992,audio_features,4WLdlAi4KBDNRxaq3GnRYH,spotify:track:4WLdlAi4KBDNRxaq3GnRYH,https://api.spotify.com/v1/tracks/4WLdlAi4KBDNRxaq3GnRYH,https://api.spotify.com/v1/audio-analysis/4WLdlAi4KBDNRxaq3GnRYH,179348,4
102,Jake Xerxes Fussell,Love Farewell,47,0.509,0.218,8,-15.902,1,0.0348,0.877,0.842,0.115,0.37,87.204,audio_features,6cvKWfzh1NTJMWXaAIVt63,spotify:track:6cvKWfzh1NTJMWXaAIVt63,https://api.spotify.com/v1/tracks/6cvKWfzh1NTJMWXaAIVt63,https://api.spotify.com/v1/audio-analysis/6cvKWfzh1NTJMWXaAIVt63,238462,4
103,Young Oceans,Until These Tears Are Gone,44,0.435,0.425,9,-8.698,1,0.0257,0.156,4.42e-05,0.118,0.104,92.038,audio_features,3IiyBE4REzaKqYxiwqbPLn,spotify:track:3IiyBE4REzaKqYxiwqbPLn,https://api.spotify.com/v1/tracks/3IiyBE4REzaKqYxiwqbPLn,https://api.spotify.com/v1/audio-analysis/3IiyBE4REzaKqYxiwqbPLn,219160,4
104,Uncle Tupelo,Sandusky,51,0.525,0.594,4,-14.033,0,0.0907,0.161,0.949,0.0751,0.0703,157.917,audio_features,0rib9hiYy1NWL0w8BUYgmd,spotify:track:0rib9hiYy1NWL0w8BUYgmd,https://api.spotify.com/v1/tracks/0rib9hiYy1NWL0w8BUYgmd,https://api.spotify.com/v1/audio-analysis/0rib9hiYy1NWL0w8BUYgmd,223640,4
105,Hot Chip,Over And Over,57,0.774,0.794,5,-4.446,0,0.0358,0.00824,0.00317,0.08,0.724,120.002,audio_features,3RCj5fG55qjtmnEML1gpnA,spotify:track:3RCj5fG55qjtmnEML1gpnA,https://api.spotify.com/v1/tracks/3RCj5fG55qjtmnEML1gpnA,https://api.spotify.com/v1/audio-analysis/3RCj5fG55qjtmnEML1gpnA,347880,4
106,The Hotelier,Your Deep Rest,48,0.363,0.876,3,-6.53,1,0.111,0.0514,2.87e-06,0.0991,0.408,110.019,audio_features,5wwbe5wtc4pd9RDlFNXeFg,spotify:track:5wwbe5wtc4pd9RDlFNXeFg,https://api.spotify.com/v1/tracks/5wwbe5wtc4pd9RDlFNXeFg,https://api.spotify.com/v1/audio-analysis/5wwbe5wtc4pd9RDlFNXeFg,227213,4
107,Learn,Spartans,1,0.263,0.978,8,-7.38,1,0.15,0.000156,0.000121,0.206,0.158,89.175,audio_features,7E9k38M2lZTZ9Qo4srXVbw,spotify:track:7E9k38M2lZTZ9Qo4srXVbw,https://api.spotify.com/v1/tracks/7E9k38M2lZTZ9Qo4srXVbw,https://api.spotify.com/v1/audio-analysis/7E9k38M2lZTZ9Qo4srXVbw,130867,4
108,Pete Rock,Grown Man Sport,63,0.801,0.757,7,-8.01,1,0.316,0.478,1.32e-05,0.163,0.607,88.025,audio_features,6dRj771QZr0KOQVwaB6ykM,spotify:track:6dRj771QZr0KOQVwaB6ykM,https://api.spotify.com/v1/tracks/6dRj771QZr0KOQVwaB6ykM,https://api.spotify.com/v1/audio-analysis/6dRj771QZr0KOQVwaB6ykM,276373,4
109,Drowning Pool,Bodies,72,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,audio_features,7CpbhqKUedOIrcvc94p60Y,spotify:track:7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/tracks/7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/audio-analysis/7CpbhqKUedOIrcvc94p60Y,201960,4
110,Apron,Kaleidoskop,6,0.463,0.883,1,-5.735,1,0.046,0.00266,1.02e-06,0.353,0.896,180.027,audio_features,24gq8lBC6Zkecb8wpVGVUW,spotify:track:24gq8lBC6Zkecb8wpVGVUW,https://api.spotify.com/v1/tracks/24gq8lBC6Zkecb8wpVGVUW,https://api.spotify.com/v1/audio-analysis/24gq8lBC6Zkecb8wpVGVUW,211413,4
111,Blake Babies,Out There,30,0.666,0.709,6,-8.672,1,0.0277,0.251,1.4e-05,0.237,0.705,119.688,audio_features,5QJb5iWgjUtPjPMtDNzAvr,spotify:track:5QJb5iWgjUtPjPMtDNzAvr,https://api.spotify.com/v1/tracks/5QJb5iWgjUtPjPMtDNzAvr,https://api.spotify.com/v1/audio-analysis/5QJb5iWgjUtPjPMtDNzAvr,166133,4
112,Cady Groves,This Little Girl,47,0.576,0.9,5,-2.879,0,0.124,0.0118,0,0.628,0.75,75.046,audio_features,245q31NvaFNkMw8QRVy23b,spotify:track:245q31NvaFNkMw8QRVy23b,https://api.spotify.com/v1/tracks/245q31NvaFNkMw8QRVy23b,https://api.spotify.com/v1/audio-analysis/245q31NvaFNkMw8QRVy23b,202093,4
113,Syd,Out Loud (feat. Kehlani),65,0.565,0.364,6,-9.512,1,0.2,0.328,0,0.108,0.527,155.705,audio_features,0P11qKeHWhUy0rDPeY8dyB,spotify:track:0P11qKeHWhUy0rDPeY8dyB,https://api.spotify.com/v1/tracks/0P11qKeHWhUy0rDPeY8dyB,https://api.spotify.com/v1/audio-analysis/0P11qKeHWhUy0rDPeY8dyB,203037,3
114,Pavement,Harness Your Hopes - B-side,66,0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.862,audio_features,4vsoWZcvtvSsE0OiVvDDvX,spotify:track:4vsoWZcvtvSsE0OiVvDDvX,https://api.spotify.com/v1/tracks/4vsoWZcvtvSsE0OiVvDDvX,https://api.spotify.com/v1/audio-analysis/4vsoWZcvtvSsE0OiVvDDvX,206947,4
115,The Forest Rangers,"Bohemian Rhapsody (feat. The White Buffalo, Billy Valentine & Franky Perez) - From Sons of Anarchy",23,0.449,0.451,7,-8.156,1,0.0319,0.109,0.000588,0.131,0.127,135.761,audio_features,6grsQVThiLAQSJowUSw5s8,spotify:track:6grsQVThiLAQSJowUSw5s8,https://api.spotify.com/v1/tracks/6grsQVThiLAQSJowUSw5s8,https://api.spotify.com/v1/audio-analysis/6grsQVThiLAQSJowUSw5s8,402626,4
116,Mfr Souls,"Amanikiniki (feat. Major League Djz, Kamo Mphela & Bontle Smith)",42,0.847,0.692,10,-9.038,0,0.054,0.0314,0.00513,0.0486,0.612,113.003,audio_features,7cVgVA4VO6EaVWvKZGQF9m,spotify:track:7cVgVA4VO6EaVWvKZGQF9m,https://api.spotify.com/v1/tracks/7cVgVA4VO6EaVWvKZGQF9m,https://api.spotify.com/v1/audio-analysis/7cVgVA4VO6EaVWvKZGQF9m,348532,4
117,Tsunenori,Umbrella,31,0.569,0.674,10,-7.799,0,0.0238,0.0795,0.917,0.0627,0.594,94.998,audio_features,73O4WMI3CNFs6lK9SaBZpQ,spotify:track:73O4WMI3CNFs6lK9SaBZpQ,https://api.spotify.com/v1/tracks/73O4WMI3CNFs6lK9SaBZpQ,https://api.spotify.com/v1/audio-analysis/73O4WMI3CNFs6lK9SaBZpQ,204000,4
118,Loscil,Angle of List,40,0.136,0.00215,2,-33.623,0,0.0455,0.925,0.817,0.095,0.0343,67.749,audio_features,6lgDvkxcWNnCefaT2qeJPf,spotify:track:6lgDvkxcWNnCefaT2qeJPf,https://api.spotify.com/v1/tracks/6lgDvkxcWNnCefaT2qeJPf,https://api.spotify.com/v1/audio-analysis/6lgDvkxcWNnCefaT2qeJPf,405573,4
119,Burzum,Dunkelheit,48,0.295,0.545,4,-9.214,0,0.0442,1.5e-06,0.891,0.585,0.438,54.669,audio_features,5v3TSHYm8BzbON2u6QBEG7,spotify:track:5v3TSHYm8BzbON2u6QBEG7,https://api.spotify.com/v1/tracks/5v3TSHYm8BzbON2u6QBEG7,https://api.spotify.com/v1/audio-analysis/5v3TSHYm8BzbON2u6QBEG7,425067,4
120,Biodub,Reminder,22,0.794,0.838,11,-12.134,1,0.07,0.000618,0.848,0.0885,0.488,125.853,audio_features,2KkIKY9UQfSi1TQizmb8A6,spotify:track:2KkIKY9UQfSi1TQizmb8A6,https://api.spotify.com/v1/tracks/2KkIKY9UQfSi1TQizmb8A6,https://api.spotify.com/v1/audio-analysis/2KkIKY9UQfSi1TQizmb8A6,388048,4
121,Marissa Nadler,Famous Blue Raincoat,39,0.377,0.153,1,-14.249,0,0.0336,0.924,3.59e-06,0.109,0.085,77.507,audio_features,7tfmLHlqGt3dHvCV6GlJxf,spotify:track:7tfmLHlqGt3dHvCV6GlJxf,https://api.spotify.com/v1/tracks/7tfmLHlqGt3dHvCV6GlJxf,https://api.spotify.com/v1/audio-analysis/7tfmLHlqGt3dHvCV6GlJxf,263600,4
122,Bignic,Gladius,38,0.708,0.782,2,-7.46,1,0.0392,0.00206,0.83,0.116,0.522,139.992,audio_features,2uXEgHJdVDpdXubkh1yAqB,spotify:track:2uXEgHJdVDpdXubkh1yAqB,https://api.spotify.com/v1/tracks/2uXEgHJdVDpdXubkh1yAqB,https://api.spotify.com/v1/audio-analysis/2uXEgHJdVDpdXubkh1yAqB,329143,4
123,The Monk by the Sea,Train Station,27,0.186,0.157,8,-24.645,0,0.0448,0.971,0.927,0.107,0.0385,63.352,audio_features,3TDz1jwfUiGVppU1Y7ISRN,spotify:track:3TDz1jwfUiGVppU1Y7ISRN,https://api.spotify.com/v1/tracks/3TDz1jwfUiGVppU1Y7ISRN,https://api.spotify.com/v1/audio-analysis/3TDz1jwfUiGVppU1Y7ISRN,224888,3
124,DJ Python,Club Sentimiental Vol Three,29,0.679,0.59,0,-10.027,0,0.0401,0.47,0.851,0.0789,0.598,96.008,audio_features,29Lc1YBtasc4WFJYBNnFA8,spotify:track:29Lc1YBtasc4WFJYBNnFA8,https://api.spotify.com/v1/tracks/29Lc1YBtasc4WFJYBNnFA8,https://api.spotify.com/v1/audio-analysis/29Lc1YBtasc4WFJYBNnFA8,231947,4
125,Melorman,You Are,29,0.698,0.496,9,-11.991,0,0.0367,0.557,0.852,0.091,0.282,160.007,audio_features,5sy7W9XDZZvSzUFP23NZoJ,spotify:track:5sy7W9XDZZvSzUFP23NZoJ,https://api.spotify.com/v1/tracks/5sy7W9XDZZvSzUFP23NZoJ,https://api.spotify.com/v1/audio-analysis/5sy7W9XDZZvSzUFP23NZoJ,280000,4
126,Nocturnal Emissions,Verda,22,0.407,0.254,7,-16.867,0,0.0555,0.937,0.915,0.13,0.864,100.013,audio_features,2f0QqRkBB5TjhlwO1OOssl,spotify:track:2f0QqRkBB5TjhlwO1OOssl,https://api.spotify.com/v1/tracks/2f0QqRkBB5TjhlwO1OOssl,https://api.spotify.com/v1/audio-analysis/2f0QqRkBB5TjhlwO1OOssl,305430,3
127,Grouper,Poison Tree,66,0.224,0.139,11,-22.587,1,0.0354,0.961,0.913,0.108,0.213,111.316,audio_features,6Q5uDNuuFYa8ToL3CCoHPC,spotify:track:6Q5uDNuuFYa8ToL3CCoHPC,https://api.spotify.com/v1/tracks/6Q5uDNuuFYa8ToL3CCoHPC,https://api.spotify.com/v1/audio-analysis/6Q5uDNuuFYa8ToL3CCoHPC,196893,4
128,The Echelon Effect,Forever Distant,48,0.408,0.136,1,-17.702,1,0.0319,0.869,0.906,0.243,0.108,107.105,audio_features,6phzRtzX5AMmgRVhB02Xas,spotify:track:6phzRtzX5AMmgRVhB02Xas,https://api.spotify.com/v1/tracks/6phzRtzX5AMmgRVhB02Xas,https://api.spotify.com/v1/audio-analysis/6phzRtzX5AMmgRVhB02Xas,180915,4
129,Seamoon,Purple Flame,30,0.672,0.686,11,-8.188,1,0.0345,0.0771,0.693,0.108,0.324,140.002,audio_features,0WytVoQPq0ifF9fWd9vZkU,spotify:track:0WytVoQPq0ifF9fWd9vZkU,https://api.spotify.com/v1/tracks/0WytVoQPq0ifF9fWd9vZkU,https://api.spotify.com/v1/audio-analysis/0WytVoQPq0ifF9fWd9vZkU,445714,4
130,Donato Dozzy,Parola - Rework,38,0.792,0.813,1,-10.476,1,0.0518,0.632,0.876,0.0865,0.592,120.04,audio_features,0GQZojX9G6n6YADImDzYW4,spotify:track:0GQZojX9G6n6YADImDzYW4,https://api.spotify.com/v1/tracks/0GQZojX9G6n6YADImDzYW4,https://api.spotify.com/v1/audio-analysis/0GQZojX9G6n6YADImDzYW4,429000,4
131,AES DANA,Opal-in,34,0.679,0.564,5,-14.411,0,0.0395,0.82,0.877,0.079,0.295,109.982,audio_features,0nCfzx8uNLHZxfmBMqlmtM,spotify:track:0nCfzx8uNLHZxfmBMqlmtM,https://api.spotify.com/v1/tracks/0nCfzx8uNLHZxfmBMqlmtM,https://api.spotify.com/v1/audio-analysis/0nCfzx8uNLHZxfmBMqlmtM,434133,4
132,Salt Of The Sound,Sanctuary,23,0.406,0.178,7,-23.175,1,0.0335,0.952,0.929,0.0622,0.0972,110.05,audio_features,2BZsYkwuRuCXObCWpFHdl6,spotify:track:2BZsYkwuRuCXObCWpFHdl6,https://api.spotify.com/v1/tracks/2BZsYkwuRuCXObCWpFHdl6,https://api.spotify.com/v1/audio-analysis/2BZsYkwuRuCXObCWpFHdl6,214909,4
133,Caroline Shaw,Partita for 8 Singers: 3. Courante,29,0.232,0.169,7,-16.069,1,0.0383,0.958,0.774,0.109,0.0515,68.574,audio_features,2wOAeV7IE1vxJDn6LsaywO,spotify:track:2wOAeV7IE1vxJDn6LsaywO,https://api.spotify.com/v1/tracks/2wOAeV7IE1vxJDn6LsaywO,https://api.spotify.com/v1/audio-analysis/2wOAeV7IE1vxJDn6LsaywO,539053,4
134,Stephen Paulus,The Road Home,35,0.196,0.0539,5,-28.217,1,0.0438,0.993,0.0316,0.116,0.0482,132.747,audio_features,3vA1AS2PWl4RePRCiR36lb,spotify:track:3vA1AS2PWl4RePRCiR36lb,https://api.spotify.com/v1/tracks/3vA1AS2PWl4RePRCiR36lb,https://api.spotify.com/v1/audio-analysis/3vA1AS2PWl4RePRCiR36lb,236907,3
